url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb8055649h/_2.jpg,New Departure Ball Bearing Company advertisement,"New Departure Ball Bearing Company; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb11613890/_2.jpg,National Broadcasting Company Vital Spots advertisement,"National Broadcasting Company, inc; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb1400301b/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb2663112z/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb16050824/_1_2.jpg,Ajax Cups advertisement,"Ajax; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb7168268t/_2.jpg,Daggett and Ramsdell advertisement,"Daggett and Ramsdell; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb3789400p/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb79532595/_2.jpg,Standard Oil Company - Essomarine advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb82945605/_2.jpg,National Broadcasting Company Vital Spots advertisement,"National Broadcasting Company, inc; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb9693893s/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb84652081/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb38235305/_2.jpg,New Departure Ball Bearing Company advertisement,"New Departure Ball Bearing Company; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb12637809/_2.jpg,Flit advertisement proof,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb99669293/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb7407179q/_1_2.jpg,National Broadcasting Company Brochure,"National Broadcasting Company, inc; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb69293631/_2.jpg,Standard Oil Company - Essomarine advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb8806509d/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb01374909/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb33457094/_2.jpg,Flit advertisement,"Flit; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb84310823/_2.jpg,Standard Oil Company - Essolube advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb2560722j/_1_2.jpg,National Broadcasting Company Brochure,"National Broadcasting Company, inc; Seuss, Dr.",1930-1940
http://library.ucsd.edu/dc/object/bb65198002/_2.jpg,Vico Motor Oil advertisement,"Seuss, Dr.; Standard Oil Company",1930-1940
http://library.ucsd.edu/dc/object/bb5837201j/_2.jpg,Contractor postal cards,"Seuss, Dr.",1930-1940
